,restaurant_id,review_id,rating,text,time_created,user_id,user_name,bert_sentiment,bert_score,mapped_sentiment,weighted_sentiment_score,days_since_review,recency_score,normalized_rating,weighted_rating_score
19,Au9FDBs2Tr3isO2DTJPANw,ASYu5q5O_IqA1XJpRaJ5hQ,4,Haven't been to Ho Ho's in years not sure why...but the Chinese is really good here and not overly salty. My shrimp Kow may send me back more often. Very...,2023-07-17 17:47:14,x_wdvuSCUsGg-WU4lANehQ,Regena K.,4 stars,0.5733098983764648,positive,0.4586479187011719,663.2180218101505,0.9084345255225353,0.6,0.7542172627612677
20,Au9FDBs2Tr3isO2DTJPANw,881facY_i2UqEjrOH5xrCA,5,"Szechuan chicken

I have returned for the Szechuan chicken consistently. Right amount of spicy along with great vegetables. Good flavor to say the least.",2022-12-04 09:54:42,pmi_tlL8nfhBA7nS-VjIUQ,Renard M.,4 stars,0.47259485721588135,positive,0.3780758857727051,888.5461699582985,0.877325179696858,0.8,0.838662589848429
21,0PadURiFvnrNUBRDuhvnzg,iwQba-Avkjz_9MaCvfDsCw,5,Excellent customer service! Team members were very knowledgeable and patient. Menu was fair priced and the funnel cakes are delicious! Hidden gem I must say!,2023-09-27 13:18:02,jL9Nji0_-Hfs0aWrAVBhlQ,Brianna M.,5 stars,0.8899344801902771,positive,0.8899344801902771,591.4049662545949,0.9183492086122287,0.8,0.8591746043061144
22,0PadURiFvnrNUBRDuhvnzg,dtFOOMVHI-SrE_ouBEBjhQ,5,When I was little going to the candy store was my favorite thing after school. So when I saw that B&B Ice Cream & Candy had candy that I use to get when I...,2022-02-02 19:19:56,8UVwmcpWFnUTaRa-vQ-i7A,Marie F.,4 stars,0.26941975951194763,positive,0.21553580760955812,1193.1536468101503,0.8352703391616181,0.8,0.8176351695808091
23,0PadURiFvnrNUBRDuhvnzg,q96ZZWy2rdclM2QCjGletQ,5,I love this place. The variety of old school candy is superb. The hand packed ice cream is delicious. Gotta also say the staff is awesome.,2023-12-09 19:00:02,cHpRCodlCvMmp46M-qXQFg,Jennifer D.,5 stars,0.8721411228179932,positive,0.8721411228179932,518.167466254595,0.9284605539263084,0.8,0.8642302769631542
24,5aA1kb319ed9222FwAHk6w,wiyvELWN1Vjvrolf5y-FsQ,4,"I guess it's time for my once every couple of years McDonald's review

A bit chaotic which leads to orders taking longer than necessary.It took maybe 10...",2022-08-27 12:56:41,esyUwVLeaTf2mn1b1nRFLA,Nizel A.,3 stars,0.5368611216545105,neutral,0.3221166729927063,987.4197926434837,0.8636744496552271,0.6,0.7318372248276135
25,5aA1kb319ed9222FwAHk6w,aDn3G06h5s5Qz6pfvIAuYA,1,The customer service system at McDonald's needs to be fixed because it is broken. I have had incidents at McDonald's where they forgot my shake and my coke....,2024-06-12 05:25:48,KlaB5xyt83ZNP1Bp8_fnYQ,Errick B.,2 stars,0.4165480136871338,negative,0.16661920547485354,332.7329060694097,0.9540620950930183,0.0,0.47703104754650916
26,5aA1kb319ed9222FwAHk6w,EPimuw0VlD06bd0SC74DVg,1,"i just  was there for an hour!!
and left with nothing..they are horrible...and the young lady that took my ofer disrespected me ,just because she can.",2023-11-19 08:28:08,cKhN_5W5W09s8t9Rb1uuLw,Maurice B.,1 star,0.8788315653800964,negative,0.1757663130760193,538.6062856990394,0.9256387213785713,0.0,0.46281936068928564
27,D0MbkvS9-ZoAEANIZZ175g,ENJ14MQwCDhJ8OIxE_JnTA,4,"Ordered a large Rib tip, saucenon the side! I really like to taste the tips without the restaurant sauce, also every place doesn't have good sauce. We'll...",2025-04-09 11:02:58,GATUG4IQHWgBmHAu9wFkcg,Darrick A.,5 stars,0.3384007513523102,positive,0.3384007513523102,31.4987625508912,0.9956512051187129,0.6,0.7978256025593564
28,D0MbkvS9-ZoAEANIZZ175g,y_55E22kznAw8UTi5soamA,5,"Food & Service was a 10/10  
Turkey tip and wing combo was so flavorful & the homemade sauce set it off ! The owner gave us samples to try, as we didn't...",2025-04-01 10:14:44,IFojlgSTQDYW8mn_1Nsw4w,Alyssa O.,1 star,0.5091166496276855,negative,0.10182332992553711,39.532257921261575,0.9945420814352327,0.8,0.8972710407176163
29,D0MbkvS9-ZoAEANIZZ175g,NX6mgRDdqhtpKgX5eLwkWQ,5,Brown's & Family BBQ & Soul is located on the southwest side of Chi-town on 87th Street. This restaurant is for take-out only. My mother was desiring some...,2024-07-08 15:34:50,7juAHhHrD7HMg00vAZew4A,Beverly C.,3 stars,0.3637513816356659,neutral,0.21825082898139953,306.3099662545949,0.9577101096850066,0.8,0.8788550548425034
30,CAXmkp2xaxT4n3CJiGfBlQ,1U1TYTrH1eWgp-b4Wh-cNQ,3,"The fried biscuits,5 for 10 for seven Customer service was awesome. Biscuits were brought to the car. When we were waiting  for the food. Black on business...",2024-03-20 13:18:48,d52qk5aksBOEAJ-2cI7kIQ,Gary P.,5 stars,0.653205931186676,positive,0.653205931186676,416.40443384718753,0.9425102028203749,0.4,0.6712551014101875
31,CAXmkp2xaxT4n3CJiGfBlQ,U7A5e1OrFNjo3Uu5EEMO-Q,2,First time ordering and I was a little disappointed  my broccoli was jus plain nasty wasn't cooked correctly nor my potatoes . The shrimp n crab legs were...,2023-07-16 16:45:00,ibQzoXyPtxRUFYi_mhu4MA,Dee J.,2 stars,0.49047088623046875,negative,0.19618835449218752,664.2612394027431,0.9082904963937909,0.2,0.5541452481968955
32,CAXmkp2xaxT4n3CJiGfBlQ,o7mna1hyFgoAli_7na0lig,1,"This place is gutter trash. Paid $179 for the meal for 4, food was extra bland and over cooked. Lobster, shrimp, snow crabs, everything was overcooked and...",2020-06-22 07:26:15,ciYLSJ7UqKVfX-z2Dj-7rQ,Timi M.,1 star,0.9434263110160828,negative,0.18868526220321657,1783.6492602360763,0.753745095211471,0.0,0.3768725476057355
33,GQoBuIinek6yb5c8KtiKNg,ANIYeXOyb0UFqatjGReb3A,5,I see it is back open and there food is good. They bakery part is really good. The bean pies love them plain or with ice cream. Just lile everything else...,2024-04-04 20:03:35,Gn1z4FY3MYjt6izZNmt9Cg,Michele B.,4 stars,0.41896942257881165,positive,0.33517553806304934,401.1233343101505,0.9446199481584572,0.8,0.8723099740792286
34,GQoBuIinek6yb5c8KtiKNg,qv5ZiD6zGbnjCgXObrSc2g,4,"I haven't been there in 20 years, but, I get my sister to order a bean pie for me every 3 months or so and ship it to me.",2024-03-17 23:51:14,XBqOdFHIy0Cpc1BGJeQR0A,Louis-Anthony M.,5 stars,0.3447990119457245,positive,0.3447990119457245,418.9652440323727,0.942156651209981,0.6,0.7710783256049905
35,GQoBuIinek6yb5c8KtiKNg,kM0XSiAWFHQ5iWsMyKt3qw,5,"I miss this place being open daily, but now it's only for special events.  The food is FANTASTIC!  Are you Vegan, Vegetarian, Pescatarian, or haven't...",2018-09-10 03:37:22,6OZ6x1W4Jr0plzjZJIu1PA,Richard N.,4 stars,0.30823075771331787,positive,0.2465846061706543,2434.8082069953357,0.6638445256257349,0.8,0.7319222628128674
36,aN-ZaXLAM2AuHMPx5ACqvA,-xXXfcBIVQtBQ0bexuW-lA,5,Breakfast was fast and good under $10 bacon breakfast the pancakes was light n fluffy eggs good with cheese and the bacon was crispy just like I like it...,2023-01-13 13:05:28,-fAicnnj2LFEd9NK9tZjmA,Vic C.,4 stars,0.4963138997554779,positive,0.39705111980438235,848.4136931064467,0.8828659659301181,0.8,0.8414329829650591
37,aN-ZaXLAM2AuHMPx5ACqvA,nHMcPn_HHyWFQrEyLJPTPg,5,The food is always so good. This place is a hidden gem. Customer service is always pleasant which is appreciated. I love the omelettes and I've recently...,2022-10-05 07:42:15,YNuPJp10KdMWPqwXVXg8ZQ,Shequira A.,5 stars,0.7291420102119446,positive,0.7291420102119446,948.6381491249651,0.8690287365910632,0.8,0.8345143682955316
38,aN-ZaXLAM2AuHMPx5ACqvA,-ytZQvxxKa94c8VivBY_KA,2,I really wanted to like this place. I have seen it countless times as I'm walking in the neighborhood and the picture of the steak on the billboard always...,2017-04-20 08:55:28,bjZL2-Kie880YnGPc7fqow,La Tonya G.,5 stars,0.390310138463974,positive,0.390310138463974,2942.5873042175576,0.5937393227544523,0.2,0.3968696613772261
39,f5yiti-9aWesX-KG_ZU1pQ,RDVCHTNEs2blpYFIsSZ-VQ,1,I love me some Cinnabon especially when it's soft and sweet and just melt in your mouth. Wendy's is selling Cinnabon and I decided to go this morning and...,2024-10-04 08:38:33,2i1EwqiFRrEJhzzLXCqwAg,Cassandra R.,5 stars,0.37814730405807495,positive,0.37814730405807495,218.59905190274304,0.9698196893788144,0.0,0.4849098446894072
40,f5yiti-9aWesX-KG_ZU1pQ,uHoKg4iR7B8GCG0vZmg3BA,3,What was I expecting... The Parmesan Chicken Ceaser salad it was just okay. I guess they don't give you croutons I didn't get any. The Ceaser dressing was...,2023-07-16 14:48:25,x_wdvuSCUsGg-WU4lANehQ,Regena K.,3 stars,0.7318815588951111,neutral,0.43912893533706665,664.3422000508913,0.9082793187720769,0.4,0.6541396593860385
41,f5yiti-9aWesX-KG_ZU1pQ,XFU39TM6QYPN44Oyx5quvA,3,"I do love their meals here but they wear no bonnets or hair nets while touching food, All of the other ladies that were cooking had hand gives and hair nets...",2023-02-21 09:20:49,VWnOCp2ctgqoKy4r1yh5gg,Starline G.,3 stars,0.45354482531547546,neutral,0.2721268951892853,809.5697000508912,0.8882288609929265,0.4,0.6441144304964632
42,RtOecmcbr0tKitiLBNTzjw,gpgdp0cRE3rfsvR_fKbtZg,3,"This place looks abandoned. Inside looks like an apocalypse happened but that didn't stop me from trying it out lol. I ordered chicken, mac and greens. The...",2025-01-12 00:50:15,JSQYZBXkY3ueao5bScJqpA,marcia n.,1 star,0.630865752696991,negative,0.1261731505393982,118.92426023607638,0.9835810307360512,0.4,0.6917905153680256
43,RtOecmcbr0tKitiLBNTzjw,IUqLOvZDPQocxSsPqa9JPQ,5,The star treats you like family and the wings are seasoned well. The prices are still some of the best for the quantity of food.,2024-08-03 16:50:22,gSdWZ8l3sHqbRrR9hhRA1w,Barb S.,4 stars,0.5263676643371582,positive,0.4210941314697266,280.2575125508912,0.9613069740738406,0.8,0.8806534870369203
44,RtOecmcbr0tKitiLBNTzjw,yNmFSmPzrcsRu675AFGNKA,4,"Fried chicken recipe is excellent, I  order the chicken wings and catfish.  I'm ordering from they're catering menu next week",2023-06-12 16:37:59,jjVJLbJ_iOTEUU5pMVc4hw,Fist W.,5 stars,0.843716025352478,positive,0.843716025352478,698.2661120879283,0.9035957019226357,0.6,0.7517978509613179
45,MfWjUKf9joUneM8U1Qcd7w,dQZAzKQl_AjqjDRkwoDapw,5,I LOVE this place!!! Rib tips are ON POINT.BBQ sauce is absolute PERFECTION. They do gyros 2 for 1 deals.Neighborhood is kind of sketchy to say the least...,2024-02-24 03:07:52,Sv1vy-Ym0rRnm7zdPjAyNQ,Oscar S.,5 stars,0.8160683512687683,positive,0.8160683512687683,441.8286931064468,0.9390000684667301,0.8,0.8695000342333651
46,MfWjUKf9joUneM8U1Qcd7w,taXsslzKigiqgWF3XeGCAg,1,I had a referral to try Nick's gyros to on 79th and Ashland. So I went there ordered a large catfish at $16 ticket number 205. When I arrived home of course...,2024-09-18 20:09:13,yW6pACEbqAswLaEHWQuoxQ,Barbara G.,1 star,0.37862592935562134,negative,0.07572518587112427,234.11942227311343,0.9676769097342712,0.0,0.4838384548671356
47,MfWjUKf9joUneM8U1Qcd7w,9T0kO2FJsX1xsvVQuc_o4A,5,"Great food, good people. The line wasn't too long and the wait was even shorter. First bite, I was sold.",2024-06-27 06:50:43,cwBp0Znrk2TIdaH2i9G4NQ,Anthony B.,4 stars,0.4898523688316345,positive,0.39188189506530763,317.6739361620023,0.956141172680431,0.8,0.8780705863402155
48,1rgUUiwVbg2Fi06l4HkUdw,iLIRL6a5PWccCb8h6eF99w,3,So I visited this place a few months back because it kept popping up on my Yelp feed. I was concerned about the neighborhood and rightly so--The food and...,2024-02-18 16:07:04,EOSsvFLMJCTYMhcrlJkVag,Fredrick B.,3 stars,0.3627259135246277,neutral,0.21763554811477662,447.2875819953357,0.938246401143477,0.4,0.6691232005717385
49,1rgUUiwVbg2Fi06l4HkUdw,WMFIYo75LFHAZnGwBqjKTA,5,"Such a divine family & restaurant. My friend and I visited here from California and are grateful to have arrived at this gem. 
We ordered the grits, egg...",2022-08-22 07:54:14,k7UHkSOa3A6ZCv5XFuCYaA,Morgan B.,5 stars,0.9290436506271362,positive,0.9290436506271362,992.6298273657059,0.8629551397364733,0.8,0.8314775698682366
50,1rgUUiwVbg2Fi06l4HkUdw,A5rody1bbrevvX-Q9_BIrA,5,So my sister and I are doing a review of all things south side Chicago. This was the second stop (first was Dan Ryan woods walking trail. Which was awesome)...,2023-01-21 15:56:41,gIkgnOIoJFO0xS-l9S99tA,Tanya M.,4 stars,0.34138306975364685,positive,0.2731064558029175,840.2947926434837,0.8839868808459967,0.8,0.8419934404229984
51,50BfEPf0SEe0MKiJTeKVNQ,nmWft7SEVV2lcRAQmZO-hA,5,"Nice clean stays crowded they have a large food section. This one has a hamburger an fries section.
The burger was a little salty in taste. They have a lot...",2024-07-07 08:01:39,Gn1z4FY3MYjt6izZNmt9Cg,Michele B.,4 stars,0.7273743152618408,positive,0.5818994522094727,307.62467690274303,0.9575285975723385,0.8,0.8787642987861692
52,50BfEPf0SEe0MKiJTeKVNQ,HNPcbBxxqJD63-vAuG-xBg,5,"Go to for holidays. The staff is friendly, they are always stocked. The prices are always right. Highly recommend this neighborhood gem! The quality of the...",2023-12-23 16:35:34,Mk7vd1InhypDDshuMmqA7g,Brianna C.,5 stars,0.840472400188446,positive,0.840472400188446,504.26779032866904,0.9303795765996772,0.8,0.8651897882998386
53,50BfEPf0SEe0MKiJTeKVNQ,OV0Ej-a3Qg9CkL66qkGOaA,1,Service level has gone down over the years. My cashier Shatara was very rude and tossed my groceries. She said absolutely nothing to me during the...,2022-11-06 14:01:35,KzQjCKtBYg5kQS5J3EuFZA,Earl B.,2 stars,0.4649263620376587,negative,0.18597054481506348,916.3747231990392,0.87348310273617,0.0,0.436741551368085
54,lO7I348_YlXtYpJY-FPHPg,lMi5R_000Ah_57eYD0VDPw,5,"My family and I came here after leaving my cousin's funeral. The place was empty, maybe 5 people, but it was a Saturday around 2pm. The drinks were good and...",2024-12-06 09:23:55,-UtSFRnsdUgC_R1OzGZVhA,Kamilah S.,4 stars,0.47553685307502747,positive,0.380429482460022,155.5675472731134,0.9785219704366905,0.8,0.8892609852183453
55,lO7I348_YlXtYpJY-FPHPg,ic-BX2RK_4rYC8CBNTt8_w,5,We love Cookies! So amazing to be there! Great drinks and Pia is great!!! All I know is that I had a great time with amazing people there.,2024-12-06 07:56:45,W0WIdW8cWa1eipLpq7yJlg,E J.,5 stars,0.9593287110328674,positive,0.9593287110328674,155.6280796805208,0.978513613187003,0.8,0.8892568065935016
56,lO7I348_YlXtYpJY-FPHPg,z07dGoix1WabFcE1RMw3iw,1,The girls here can't not make standard drinks . One told me she's been a bartender for 13yrs and still can't make a Lemondrop. The attitudes of the women...,2023-11-23 14:49:51,nYe1qn5oYjIiVG7i9YUelw,Alexis B.,2 stars,0.4258687198162079,negative,0.17034748792648316,534.3412046805208,0.9262275687173085,0.0,0.46311378435865425
57,xLok7BwBZf4oeALAM99O5A,aJEvTM-mg1rKVIT8GtdKTQ,2,"The food made my mom throw it out the car window. 
The staff is so cocky and rude my mom did not get the right drink donuts were as hard as a rock",2024-11-18 15:15:26,3kvmNE04m2qyJA7nNXNWMg,Noel L.,1 star,0.5576408505439758,negative,0.11152817010879518,173.32343847681713,0.9760705494116708,0.2,0.5880352747058354
58,xLok7BwBZf4oeALAM99O5A,QhRhAyClwU9twFB0MixVUg,2,"Ordered coffee, hash browns, sausage ,egg and cheese croissant and blueberry muffin. The croissant was burnt, cheese was nasty tasted processed, muffin was...",2025-03-13 06:59:18,rCARVxZ5HeYYew6KLtXa-g,Veronica C.,1 star,0.7908030152320862,negative,0.15816060304641724,58.66797551385417,0.9919001582618392,0.2,0.5959500791309196
59,xLok7BwBZf4oeALAM99O5A,JBM3TF7dYmGc3vzbEvJtPA,1,"I should've walked away after the first visit when I tried the front door, and it was locked. I peered through the door to see 2 customers and staff, calm,...",2024-05-12 09:19:30,no4DVst02V2aiqtbsj-eDA,Kristine T.,1 star,0.47681498527526855,negative,0.09536299705505372,363.57061440274305,0.9498045669461919,0.0,0.47490228347309593
60,q1db45kYyMhqKlUOvtF36Q,F32IdSNB6BXfTaoH-DtwUA,5,"First and foremost, don't let the negative reviews discourage you. Try them out for yourself!

We had dinner from here last night and it did not disappoint....",2025-05-01 10:49:42,eKSaJrhYGH1bwZdawlAv9Q,Jasmine F.,5 stars,0.6497138738632202,positive,0.6497138738632202,9.507975513854166,0.9986873060432375,0.8,0.8993436530216188
61,q1db45kYyMhqKlUOvtF36Q,_Q4TgY6eP81ek172qTc-oQ,1,"NEVER AGAIN!!!!! 
I called to see if they were open by it being Columbus Day. I put in my order on GrubHub at about 11:25am. They said it would be ready...",2024-10-14 10:51:58,XGn-4JYTHqzqaV0Fe7T6-w,Sandra K.,1 star,0.5067650675773621,negative,0.10135301351547242,208.5064014397801,0.9712131049646184,0.0,0.4856065524823092
62,q1db45kYyMhqKlUOvtF36Q,eaNu4IbIDsbaQuFIM4vh6w,1,The service is horrible they don't cook your food until you arrive at the store the tracking isn't right it says ready for pick up they didn't even know I...,2025-04-06 18:08:54,-SXMylqDaHDPRulC5TsoZA,Chyan J.,1 star,0.8348240852355957,negative,0.16696481704711916,34.20297551385416,0.9952778549760766,0.0,0.4976389274880383
63,dgzK4Pvu3qEIKfygD_oQoQ,-XXoyJfFVyTo31Cvv5lMrg,1,I wish I could give this store a 0 based on the cashier alone. I ordered a large catfish fillet. I got home and received a catfish. I called to inquire and...,2021-11-02 15:00:42,mKAVIcnvfISLVDh_OrFdmg,Moneka L.,1 star,0.9207395911216736,negative,0.18414791822433474,1285.3336699582985,0.8225437435635872,0.0,0.4112718717817936
64,dgzK4Pvu3qEIKfygD_oQoQ,3y6rk2D3LjW8aZAKUJYg8A,5,Bomb hands down I love this place can't wait to go back when I come back to Chicago it's going down,2023-05-02 19:23:39,EROCXnGpQiy9v71v4KNCJw,Deandre J.,5 stars,0.6409053802490234,positive,0.6409053802490234,739.1510657916319,0.897951026926243,0.8,0.8489755134631215
65,dgzK4Pvu3qEIKfygD_oQoQ,h4v_5ECLG-ynYqJsJCDwmw,5,"Great service great food fresh and it taste fresh 
Clean location 
Newly remodel
Service was fast and correct 
Good icy drinks too",2017-08-29 09:58:23,qw0RFm3biye1AAFrKr88Dg,Sonia R.,5 stars,0.6872753500938416,positive,0.6872753500938416,2811.543612087928,0.6118315299209263,0.8,0.7059157649604632
66,U0MChow8UZnwSpo-xMs6Cw,0k6eUFw001srw3UX9YQb3Q,4,I love the full round bar & outside patio! And live music is great! The drinks is good & strong the bartenders & are beautiful & sexy. The food is good too...,2018-07-12 13:52:35,LvlW7Uh34_YsYcbbIjN9mg,Sylvan W.,5 stars,0.8057689666748047,positive,0.8057689666748047,2494.380973199039,0.6556197663098027,0.6,0.6278098831549013
67,U0MChow8UZnwSpo-xMs6Cw,vcHBlXAdDH7KkTWhUo72zQ,3,I have a good time when I come here.. Sometimes I it takes a while to get a drink when it's crowded. The place is not big at all but on Tuesday if they have...,2018-01-02 20:26:51,_KV4_fTt2IuPwE8tXS5j3g,Ken R.,3 stars,0.4724280834197998,neutral,0.28345685005187987,2685.107176902743,0.6292876481177334,0.4,0.5146438240588667
68,U0MChow8UZnwSpo-xMs6Cw,WM0lWyQVgHtpGsRDMpyohQ,1,The music was great! But my experience with one of the security guards was horrible I was waiting in line for the ladies restroom and the young lady before...,2019-07-13 23:22:31,oQlQAxBkBv5bNNpxJHPCgQ,Bella J.,2 stars,0.4131465256214142,negative,0.1652586102485657,2127.9851861620023,0.7062052494892601,0.0,0.35310262474463006
