aspect,adjective,aspect_adj,restaurant_id,review_id,sentiment_score,sentiment_label
chicken,szechuan,szechuan chicken,Au9FDBs2Tr3isO2DTJPANw,881facY_i2UqEjrOH5xrCA,0.9667574763298035,negative
chicken,szechuan,szechuan chicken,Au9FDBs2Tr3isO2DTJPANw,881facY_i2UqEjrOH5xrCA,0.9667574763298035,negative
amount,right,right amount,Au9FDBs2Tr3isO2DTJPANw,881facY_i2UqEjrOH5xrCA,0.9998328685760498,positive
vegetable,great,great vegetable,Au9FDBs2Tr3isO2DTJPANw,881facY_i2UqEjrOH5xrCA,0.9995042085647583,positive
flavor,good,good flavor,Au9FDBs2Tr3isO2DTJPANw,881facY_i2UqEjrOH5xrCA,0.9998692274093628,positive
customer service,excellent,excellent customer service,0PadURiFvnrNUBRDuhvnzg,iwQba-Avkjz_9MaCvfDsCw,0.9998500347137451,positive
team members,knowledgeable,knowledgeable team members,0PadURiFvnrNUBRDuhvnzg,iwQba-Avkjz_9MaCvfDsCw,0.9998145699501038,positive
team members,patient,patient team members,0PadURiFvnrNUBRDuhvnzg,iwQba-Avkjz_9MaCvfDsCw,0.9955527186393738,positive
funnel cakes,delicious,delicious funnel cakes,0PadURiFvnrNUBRDuhvnzg,iwQba-Avkjz_9MaCvfDsCw,0.9998587369918823,positive
gem,hidden,hidden gem,0PadURiFvnrNUBRDuhvnzg,iwQba-Avkjz_9MaCvfDsCw,0.9998465776443481,positive
thing,favorite,favorite thing,0PadURiFvnrNUBRDuhvnzg,dtFOOMVHI-SrE_ouBEBjhQ,0.9992984533309937,positive
school candy,old,old school candy,0PadURiFvnrNUBRDuhvnzg,q96ZZWy2rdclM2QCjGletQ,0.9010399580001831,negative
variety,superb,superb variety,0PadURiFvnrNUBRDuhvnzg,q96ZZWy2rdclM2QCjGletQ,0.9998772144317627,positive
ice cream,packed,packed ice cream,0PadURiFvnrNUBRDuhvnzg,q96ZZWy2rdclM2QCjGletQ,0.9993138313293457,positive
ice cream,delicious,delicious ice cream,0PadURiFvnrNUBRDuhvnzg,q96ZZWy2rdclM2QCjGletQ,0.9998801946640015,positive
staff,awesome,awesome staff,0PadURiFvnrNUBRDuhvnzg,q96ZZWy2rdclM2QCjGletQ,0.9998739957809448,positive
review,chaotic,chaotic review,5aA1kb319ed9222FwAHk6w,wiyvELWN1Vjvrolf5y-FsQ,0.9924412965774536,negative
hour,horrible,horrible hour,5aA1kb319ed9222FwAHk6w,EPimuw0VlD06bd0SC74DVg,0.9997449517250061,negative
lady,young,young lady,5aA1kb319ed9222FwAHk6w,EPimuw0VlD06bd0SC74DVg,0.9988621473312378,positive
rib tip,large,large rib tip,D0MbkvS9-ZoAEANIZZ175g,ENJ14MQwCDhJ8OIxE_JnTA,0.8663192987442017,neutral
sauce,good,good sauce,D0MbkvS9-ZoAEANIZZ175g,ENJ14MQwCDhJ8OIxE_JnTA,0.9998478889465332,positive
sauce,homemade,homemade sauce,D0MbkvS9-ZoAEANIZZ175g,y_55E22kznAw8UTi5soamA,0.9968749284744263,positive
side,southwest,southwest side,D0MbkvS9-ZoAEANIZZ175g,NX6mgRDdqhtpKgX5eLwkWQ,0.9895560145378113,positive
street,87th,87th street,D0MbkvS9-ZoAEANIZZ175g,NX6mgRDdqhtpKgX5eLwkWQ,0.9898578524589539,positive
"biscuits,5",fried,"fried biscuits,5",CAXmkp2xaxT4n3CJiGfBlQ,1U1TYTrH1eWgp-b4Wh-cNQ,0.5668596029281616,neutral
"biscuits,5",awesome,"awesome biscuits,5",CAXmkp2xaxT4n3CJiGfBlQ,1U1TYTrH1eWgp-b4Wh-cNQ,0.9997932314872742,positive
customer service,awesome,awesome customer service,CAXmkp2xaxT4n3CJiGfBlQ,1U1TYTrH1eWgp-b4Wh-cNQ,0.9998657703399658,positive
time,first,first time,CAXmkp2xaxT4n3CJiGfBlQ,U7A5e1OrFNjo3Uu5EEMO-Q,0.9996090531349182,positive
time,disappointed,disappointed time,CAXmkp2xaxT4n3CJiGfBlQ,U7A5e1OrFNjo3Uu5EEMO-Q,0.999717652797699,negative
time,little,little time,CAXmkp2xaxT4n3CJiGfBlQ,U7A5e1OrFNjo3Uu5EEMO-Q,0.7567079067230225,neutral
food,bland,bland food,CAXmkp2xaxT4n3CJiGfBlQ,o7mna1hyFgoAli_7na0lig,0.9996788501739502,negative
it,open,open it,GQoBuIinek6yb5c8KtiKNg,ANIYeXOyb0UFqatjGReb3A,0.9997079968452454,positive
food,good,good food,GQoBuIinek6yb5c8KtiKNg,ANIYeXOyb0UFqatjGReb3A,0.999862551689148,positive
bean pies,plain,plain bean pies,GQoBuIinek6yb5c8KtiKNg,ANIYeXOyb0UFqatjGReb3A,0.995414137840271,negative
event,special,special event,GQoBuIinek6yb5c8KtiKNg,kM0XSiAWFHQ5iWsMyKt3qw,0.9997617602348328,positive
food,fantastic,fantastic food,GQoBuIinek6yb5c8KtiKNg,kM0XSiAWFHQ5iWsMyKt3qw,0.9998797178268433,positive
breakfast,fast,fast breakfast,aN-ZaXLAM2AuHMPx5ACqvA,-xXXfcBIVQtBQ0bexuW-lA,0.9964144229888916,positive
breakfast,good,good breakfast,aN-ZaXLAM2AuHMPx5ACqvA,-xXXfcBIVQtBQ0bexuW-lA,0.9998494386672974,positive
pancake,good,good pancake,aN-ZaXLAM2AuHMPx5ACqvA,-xXXfcBIVQtBQ0bexuW-lA,0.9998550415039062,positive
pancake,light,light pancake,aN-ZaXLAM2AuHMPx5ACqvA,-xXXfcBIVQtBQ0bexuW-lA,0.9991555213928223,positive
pancake,fluffy,fluffy pancake,aN-ZaXLAM2AuHMPx5ACqvA,-xXXfcBIVQtBQ0bexuW-lA,0.5513067245483398,neutral
egg,light,light egg,aN-ZaXLAM2AuHMPx5ACqvA,-xXXfcBIVQtBQ0bexuW-lA,0.9951478838920593,positive
egg,fluffy,fluffy egg,aN-ZaXLAM2AuHMPx5ACqvA,-xXXfcBIVQtBQ0bexuW-lA,0.7705118060112,neutral
bacon,crispy,crispy bacon,aN-ZaXLAM2AuHMPx5ACqvA,-xXXfcBIVQtBQ0bexuW-lA,0.9936413168907166,positive
food,good,good food,aN-ZaXLAM2AuHMPx5ACqvA,nHMcPn_HHyWFQrEyLJPTPg,0.999862551689148,positive
gem,hidden,hidden gem,aN-ZaXLAM2AuHMPx5ACqvA,nHMcPn_HHyWFQrEyLJPTPg,0.9998465776443481,positive
customer service,pleasant,pleasant customer service,aN-ZaXLAM2AuHMPx5ACqvA,nHMcPn_HHyWFQrEyLJPTPg,0.9998688697814941,positive
time,countless,countless time,aN-ZaXLAM2AuHMPx5ACqvA,-ytZQvxxKa94c8VivBY_KA,0.9847548007965088,positive
it,soft,soft it,f5yiti-9aWesX-KG_ZU1pQ,RDVCHTNEs2blpYFIsSZ-VQ,0.9894360303878784,positive
it,sweet,sweet it,f5yiti-9aWesX-KG_ZU1pQ,RDVCHTNEs2blpYFIsSZ-VQ,0.9997513890266418,positive
chicken,okay,okay chicken,f5yiti-9aWesX-KG_ZU1pQ,uHoKg4iR7B8GCG0vZmg3BA,0.9464759826660156,positive
chicken recipe,fried,fried chicken recipe,RtOecmcbr0tKitiLBNTzjw,yNmFSmPzrcsRu675AFGNKA,0.6266043186187744,neutral
chicken recipe,excellent,excellent chicken recipe,RtOecmcbr0tKitiLBNTzjw,yNmFSmPzrcsRu675AFGNKA,0.9996610879898071,positive
week,next,next week,RtOecmcbr0tKitiLBNTzjw,yNmFSmPzrcsRu675AFGNKA,0.970971941947937,positive
perfection,absolute,absolute perfection,MfWjUKf9joUneM8U1Qcd7w,dQZAzKQl_AjqjDRkwoDapw,0.9998465776443481,positive
catfish,large,large catfish,MfWjUKf9joUneM8U1Qcd7w,taXsslzKigiqgWF3XeGCAg,0.8151127099990845,neutral
food,great,great food,MfWjUKf9joUneM8U1Qcd7w,9T0kO2FJsX1xsvVQuc_o4A,0.9998766183853149,positive
people,good,good people,MfWjUKf9joUneM8U1Qcd7w,9T0kO2FJsX1xsvVQuc_o4A,0.9998492002487183,positive
line,not long,not long line,MfWjUKf9joUneM8U1Qcd7w,9T0kO2FJsX1xsvVQuc_o4A,0.8614580631256104,neutral
wait,shorter,shorter wait,MfWjUKf9joUneM8U1Qcd7w,9T0kO2FJsX1xsvVQuc_o4A,0.9974977374076843,negative
bite,first,first bite,MfWjUKf9joUneM8U1Qcd7w,9T0kO2FJsX1xsvVQuc_o4A,0.7797418832778931,neutral
month,few,few month,1rgUUiwVbg2Fi06l4HkUdw,iLIRL6a5PWccCb8h6eF99w,0.9267959594726562,positive
yelp feed,concerned,concerned yelp feed,1rgUUiwVbg2Fi06l4HkUdw,iLIRL6a5PWccCb8h6eF99w,0.7241267561912537,neutral
family,divine,divine family,1rgUUiwVbg2Fi06l4HkUdw,WMFIYo75LFHAZnGwBqjKTA,0.9997194409370422,positive
stop,second,second stop,1rgUUiwVbg2Fi06l4HkUdw,A5rody1bbrevvX-Q9_BIrA,0.9908993244171143,negative
trail,walking,walking trail,1rgUUiwVbg2Fi06l4HkUdw,A5rody1bbrevvX-Q9_BIrA,0.9979380965232849,positive
trail,awesome,awesome trail,1rgUUiwVbg2Fi06l4HkUdw,A5rody1bbrevvX-Q9_BIrA,0.9998726844787598,positive
stay,nice,nice stay,50BfEPf0SEe0MKiJTeKVNQ,nmWft7SEVV2lcRAQmZO-hA,0.999866247177124,positive
stay,clean,clean stay,50BfEPf0SEe0MKiJTeKVNQ,nmWft7SEVV2lcRAQmZO-hA,0.9996485710144043,positive
food section,large,large food section,50BfEPf0SEe0MKiJTeKVNQ,nmWft7SEVV2lcRAQmZO-hA,0.9991217255592346,positive
salty,little,little salty,50BfEPf0SEe0MKiJTeKVNQ,nmWft7SEVV2lcRAQmZO-hA,0.9137003421783447,negative
staff,friendly,friendly staff,50BfEPf0SEe0MKiJTeKVNQ,HNPcbBxxqJD63-vAuG-xBg,0.999846339225769,positive
price,right,right price,50BfEPf0SEe0MKiJTeKVNQ,HNPcbBxxqJD63-vAuG-xBg,0.9998302459716797,positive
cashier shatara,rude,rude cashier shatara,50BfEPf0SEe0MKiJTeKVNQ,OV0Ej-a3Qg9CkL66qkGOaA,0.9995923638343811,negative
place,empty,empty place,lO7I348_YlXtYpJY-FPHPg,lMi5R_000Ah_57eYD0VDPw,0.9997877478599548,negative
people,empty,empty people,lO7I348_YlXtYpJY-FPHPg,lMi5R_000Ah_57eYD0VDPw,0.9996975660324097,negative
drink,good,good drink,lO7I348_YlXtYpJY-FPHPg,lMi5R_000Ah_57eYD0VDPw,0.9998385906219482,positive
drink,great,great drink,lO7I348_YlXtYpJY-FPHPg,ic-BX2RK_4rYC8CBNTt8_w,0.9998470544815063,positive
time,great,great time,lO7I348_YlXtYpJY-FPHPg,ic-BX2RK_4rYC8CBNTt8_w,0.9998745918273926,positive
people,amazing,amazing people,lO7I348_YlXtYpJY-FPHPg,ic-BX2RK_4rYC8CBNTt8_w,0.9998668432235718,positive
drink,standard,standard drink,lO7I348_YlXtYpJY-FPHPg,z07dGoix1WabFcE1RMw3iw,0.9602080583572388,positive
staff,cocky,cocky staff,xLok7BwBZf4oeALAM99O5A,aJEvTM-mg1rKVIT8GtdKTQ,0.9985274076461792,negative
staff,rude,rude staff,xLok7BwBZf4oeALAM99O5A,aJEvTM-mg1rKVIT8GtdKTQ,0.9996705055236816,negative
drink donut,right,right drink donut,xLok7BwBZf4oeALAM99O5A,aJEvTM-mg1rKVIT8GtdKTQ,0.9963776469230652,positive
drink donuts,hard,hard drink donuts,xLok7BwBZf4oeALAM99O5A,aJEvTM-mg1rKVIT8GtdKTQ,0.9637860655784607,negative
visit,first,first visit,xLok7BwBZf4oeALAM99O5A,JBM3TF7dYmGc3vzbEvJtPA,0.9957862496376038,positive
door,front,front door,xLok7BwBZf4oeALAM99O5A,JBM3TF7dYmGc3vzbEvJtPA,0.9900932908058167,positive
review,negative,negative review,q1db45kYyMhqKlUOvtF36Q,F32IdSNB6BXfTaoH-DtwUA,0.999610960483551,negative
night,last,last night,q1db45kYyMhqKlUOvtF36Q,F32IdSNB6BXfTaoH-DtwUA,0.9875023365020752,positive
they,open,open they,q1db45kYyMhqKlUOvtF36Q,_Q4TgY6eP81ek172qTc-oQ,0.9998148083686829,positive
order,ready,ready order,q1db45kYyMhqKlUOvtF36Q,_Q4TgY6eP81ek172qTc-oQ,0.9967470169067383,positive
service,horrible,horrible service,q1db45kYyMhqKlUOvtF36Q,eaNu4IbIDsbaQuFIM4vh6w,0.998193085193634,negative
tracking,not right,not right tracking,q1db45kYyMhqKlUOvtF36Q,eaNu4IbIDsbaQuFIM4vh6w,0.9989597797393799,negative
tracking,ready,ready tracking,q1db45kYyMhqKlUOvtF36Q,eaNu4IbIDsbaQuFIM4vh6w,0.992782711982727,positive
catfish fillet,large,large catfish fillet,dgzK4Pvu3qEIKfygD_oQoQ,-XXoyJfFVyTo31Cvv5lMrg,0.9352871179580688,negative
service,great,great service,dgzK4Pvu3qEIKfygD_oQoQ,h4v_5ECLG-ynYqJsJCDwmw,0.9998434782028198,positive
food,great,great food,dgzK4Pvu3qEIKfygD_oQoQ,h4v_5ECLG-ynYqJsJCDwmw,0.9998766183853149,positive
remodel service,fresh,fresh remodel service,dgzK4Pvu3qEIKfygD_oQoQ,h4v_5ECLG-ynYqJsJCDwmw,0.9979670643806458,positive
remodel service,clean,clean remodel service,dgzK4Pvu3qEIKfygD_oQoQ,h4v_5ECLG-ynYqJsJCDwmw,0.9983548521995544,positive
location remodel service,fast,fast location remodel service,dgzK4Pvu3qEIKfygD_oQoQ,h4v_5ECLG-ynYqJsJCDwmw,0.9141372442245483,negative
location remodel service,correct,correct location remodel service,dgzK4Pvu3qEIKfygD_oQoQ,h4v_5ECLG-ynYqJsJCDwmw,0.9887449145317078,positive
icy drink,good,good icy drink,dgzK4Pvu3qEIKfygD_oQoQ,h4v_5ECLG-ynYqJsJCDwmw,0.999727189540863,positive
round bar,full,full round bar,U0MChow8UZnwSpo-xMs6Cw,0k6eUFw001srw3UX9YQb3Q,0.9829043745994568,positive
patio,outside,outside patio,U0MChow8UZnwSpo-xMs6Cw,0k6eUFw001srw3UX9YQb3Q,0.996760904788971,positive
music,live,live music,U0MChow8UZnwSpo-xMs6Cw,0k6eUFw001srw3UX9YQb3Q,0.9997647404670715,positive
music,great,great music,U0MChow8UZnwSpo-xMs6Cw,0k6eUFw001srw3UX9YQb3Q,0.9998551607131958,positive
drink,good,good drink,U0MChow8UZnwSpo-xMs6Cw,0k6eUFw001srw3UX9YQb3Q,0.9998385906219482,positive
drink,strong,strong drink,U0MChow8UZnwSpo-xMs6Cw,0k6eUFw001srw3UX9YQb3Q,0.9998419284820557,positive
bartender,good,good bartender,U0MChow8UZnwSpo-xMs6Cw,0k6eUFw001srw3UX9YQb3Q,0.9998425245285034,positive
bartender,strong,strong bartender,U0MChow8UZnwSpo-xMs6Cw,0k6eUFw001srw3UX9YQb3Q,0.9998366832733154,positive
food,good,good food,U0MChow8UZnwSpo-xMs6Cw,0k6eUFw001srw3UX9YQb3Q,0.999862551689148,positive
time,good,good time,U0MChow8UZnwSpo-xMs6Cw,vcHBlXAdDH7KkTWhUo72zQ,0.9998486042022705,positive
drink,crowded,crowded drink,U0MChow8UZnwSpo-xMs6Cw,vcHBlXAdDH7KkTWhUo72zQ,0.9915483593940735,negative
place,not big,not big place,U0MChow8UZnwSpo-xMs6Cw,vcHBlXAdDH7KkTWhUo72zQ,0.9988479614257812,negative
music,great,great music,U0MChow8UZnwSpo-xMs6Cw,WM0lWyQVgHtpGsRDMpyohQ,0.9998551607131958,positive
experience,horrible,horrible experience,U0MChow8UZnwSpo-xMs6Cw,WM0lWyQVgHtpGsRDMpyohQ,0.9997273087501526,negative
lady,young,young lady,U0MChow8UZnwSpo-xMs6Cw,WM0lWyQVgHtpGsRDMpyohQ,0.9988621473312378,positive
turkey tips,not enough,not enough turkey tips,UKslIPd2GXGX733IdbdSYg,gXoPLGcUhRyO9La4qsL17g,0.9982231259346008,negative
people,beautiful,beautiful people,UKslIPd2GXGX733IdbdSYg,BC-3HYG37u15Gt1Tv9k3Zw,0.9998829364776611,positive
food,good,good food,UKslIPd2GXGX733IdbdSYg,BC-3HYG37u15Gt1Tv9k3Zw,0.999862551689148,positive
food,good,good food,UKslIPd2GXGX733IdbdSYg,UwJ1xjrrgdC-KQR1QbCelQ,0.999862551689148,positive
price,different,different price,UKslIPd2GXGX733IdbdSYg,UwJ1xjrrgdC-KQR1QbCelQ,0.991071879863739,positive
music playing,nice,nice music playing,UKslIPd2GXGX733IdbdSYg,UwJ1xjrrgdC-KQR1QbCelQ,0.999854326248169,positive
attitude,nasty,nasty attitude,6AcbT-Bo4A8bHAptqCLTlw,ZCqlOlGFJjkNWAb8mxFVdw,0.9995707869529724,negative
customer service,poor,poor customer service,6AcbT-Bo4A8bHAptqCLTlw,ZCqlOlGFJjkNWAb8mxFVdw,0.9998013377189636,negative
it,clear,clear it,6AcbT-Bo4A8bHAptqCLTlw,D6Qwm5StRwQd1vzmJOKDMg,0.9995908141136169,positive
service,bad,bad service,6AcbT-Bo4A8bHAptqCLTlw,D6Qwm5StRwQd1vzmJOKDMg,0.9997195601463318,negative
walgreens,horrible,horrible walgreens,6AcbT-Bo4A8bHAptqCLTlw,D6Qwm5StRwQd1vzmJOKDMg,0.9997407793998718,negative
booster shot,not free,not free booster shot,6AcbT-Bo4A8bHAptqCLTlw,SnqQ_s06Zi_R7ujUKCxB4w,0.9776232838630676,negative
insurance company,not fair,not fair insurance company,6AcbT-Bo4A8bHAptqCLTlw,SnqQ_s06Zi_R7ujUKCxB4w,0.9994832277297974,negative
customer,nice,nice customer,7a_FX07En1K3EvC_proeaw,QZBpZXlsm0x59ecTr-KYrQ,0.9998307228088379,positive
food,good,good food,7a_FX07En1K3EvC_proeaw,QZBpZXlsm0x59ecTr-KYrQ,0.999862551689148,positive
food,fresh,fresh food,7a_FX07En1K3EvC_proeaw,QZBpZXlsm0x59ecTr-KYrQ,0.9998629093170166,positive
people,more,more people,7a_FX07En1K3EvC_proeaw,QZBpZXlsm0x59ecTr-KYrQ,0.9928015470504761,positive
castle,local,local castle,7a_FX07En1K3EvC_proeaw,CSBGbtMC9cKP3IX-ybTz_w,0.9955358505249023,positive
castle,white,white castle,7a_FX07En1K3EvC_proeaw,CSBGbtMC9cKP3IX-ybTz_w,0.996403694152832,positive
cheese,regular,regular cheese,7a_FX07En1K3EvC_proeaw,CSBGbtMC9cKP3IX-ybTz_w,0.969632625579834,negative
balance,perfect,perfect balance,7a_FX07En1K3EvC_proeaw,CSBGbtMC9cKP3IX-ybTz_w,0.9998501539230347,positive
castle,standard,standard castle,7a_FX07En1K3EvC_proeaw,h996TqfqI3t6pqcbWPlS_Q,0.9599059224128723,positive
castle,white,white castle,7a_FX07En1K3EvC_proeaw,h996TqfqI3t6pqcbWPlS_Q,0.996403694152832,positive
woman,brown,brown woman,7a_FX07En1K3EvC_proeaw,h996TqfqI3t6pqcbWPlS_Q,0.6736987829208374,neutral
woman,skinned,skinned woman,7a_FX07En1K3EvC_proeaw,h996TqfqI3t6pqcbWPlS_Q,0.8897358179092407,neutral
customer service,best,best customer service,7a_FX07En1K3EvC_proeaw,h996TqfqI3t6pqcbWPlS_Q,0.9998226761817932,positive
potato,loaded,loaded potato,6OwZOkOkKgS8Hz0iNpQ8ZQ,MQscuF7jcE6Q-GMYNFVeFA,0.9991776347160339,negative
jerk chicken,loaded,loaded jerk chicken,6OwZOkOkKgS8Hz0iNpQ8ZQ,MQscuF7jcE6Q-GMYNFVeFA,0.9936157464981079,negative
potatoe,baked,baked potatoe,6OwZOkOkKgS8Hz0iNpQ8ZQ,MQscuF7jcE6Q-GMYNFVeFA,0.9864525198936462,negative
boy,happy,happy boy,6OwZOkOkKgS8Hz0iNpQ8ZQ,prt4bpll5Whl4OKteiAZpg,0.999840259552002,positive
potato,loaded,loaded potato,6OwZOkOkKgS8Hz0iNpQ8ZQ,prt4bpll5Whl4OKteiAZpg,0.9991776347160339,negative
potato,baked,baked potato,6OwZOkOkKgS8Hz0iNpQ8ZQ,prt4bpll5Whl4OKteiAZpg,0.8209896087646484,neutral
jerk salmon burger,good,good jerk salmon burger,6OwZOkOkKgS8Hz0iNpQ8ZQ,fZfXxoLlxQ6MAffwNYyV9A,0.9984715580940247,positive
taco,ok,ok taco,metjBMIlU0SALICMh2EXEA,IyjLgN9y3JzzG0WwQOsB6w,0.999065101146698,positive
day,better,better day,metjBMIlU0SALICMh2EXEA,IyjLgN9y3JzzG0WwQOsB6w,0.9993528723716736,positive
steak tacos,about,about steak tacos,metjBMIlU0SALICMh2EXEA,2SiIKwHdtT2ohfwVCFeyzg,0.9817983508110046,positive
turkey hoagie,sweet,sweet turkey hoagie,_xaDNYKhj7Rd8iKczfk-cw,5HlMy2t9yV7ZXQt43-IGWQ,0.5883398056030273,neutral
turkey hoagie,not best,not best turkey hoagie,_xaDNYKhj7Rd8iKczfk-cw,5HlMy2t9yV7ZXQt43-IGWQ,0.9942966103553772,negative
eats,uber,uber eats,_xaDNYKhj7Rd8iKczfk-cw,5HlMy2t9yV7ZXQt43-IGWQ,0.9277364611625671,positive
customer service,better,better customer service,_xaDNYKhj7Rd8iKczfk-cw,gjnEF2D3_OZcIlu9WYgvvw,0.9964436888694763,positive
place,ok,ok place,_xaDNYKhj7Rd8iKczfk-cw,gU-ssedwIo4MLUT87PQpLA,0.9997588992118835,positive
