restaurant_id,review_id,rating,text,time_created,user_id,user_name,bert_sentiment,bert_score,mapped_sentiment,weighted_score,days_since_review,recency_score,normalized_rating,prediction,topic_id,topic_label
JwdC0viyk-edOO9X-X413w,VzoyIC1P8BM0-SQxMTg3mA,3,I've heard good things about this place. The ice cream and shakes were great. The sandwich was more bread than other ingredients. It's an okay sandwich...,2025-02-24 14:56:06,-P--aGsAmTqrwYA1w80clQ,C C.,3 stars,0.749360978603363,neutral,0.6948666446040068,74.35272403521991,0.9897332892080136,0.4,0,15,Ice Cream & Brunch Spot Atmosphere
JwdC0viyk-edOO9X-X413w,EIsj835BkiRrkpbwVU2Fnw,5,The service is quick and efficient. The food is nostalgic from the turkey to the sweet steak. I love their catering the way they package ur food. Now the...,2025-02-04 05:50:28,Ika7Pmouq7CGCFD49UaCsA,Bre C.,5 stars,0.625482439994812,positive,0.8934596726412817,94.73163607225696,0.9869193452825632,0.8,1,23,Food & Service Experience Highlights
q_QEtAn21JUaDi08UQDqTA,QkWcdB8ZojTX1cMRLOM-Nw,5,The business is black owned and very cute and cosy. The cashier was courteous. The food was absolutely delicious. And I definitely enjoyed the lemonade. It...,2023-04-08 16:44:43,aoZ46vl5iPhpLQQfMMJkNw,Brittany T.,5 stars,0.4250293970108032,positive,0.8473719312858512,762.2772957944792,0.8947438625717025,0.8,1,0,Restaurant Logistics & Family-Owned Operations
q_QEtAn21JUaDi08UQDqTA,MbqlaVrMB9H49jptMnuNkw,5,"I recently came up with a ""I Can't Stop Talking About How Good They Are"" list. Food On The Run is now on the list. In my usual fashion, I arrived at the...",2022-09-24 14:20:48,IwNLgcal1Nt3F6ib71XVvQ,Gino W.,5 stars,0.3508064746856689,positive,0.8338330770051627,958.3772379241088,0.8676661540103254,0.8,1,10,Portion Sizes & Quality Expectations
q_QEtAn21JUaDi08UQDqTA,Gv2HZGzim-Ui66Ff2SfDoQ,1,Terrible service. If you can you close at 8 you shouldn't turn people around before then,2024-10-02 17:52:18,EYkkYLIKOMUgmdENitWNGQ,Brianna L.,1 star,0.85457444190979,negative,0.4848642079885474,219.2303629241088,0.9697284159770948,0.0,-1,23,Food & Service Experience Highlights
0HyQYEFeg1XZHWlaiNtU-g,7XPV0mcggJv55PzEVQyMaw,3,"My friend from California was eager to visit Harold's Chicken Shack on the South Side of Chicago, known for some of the best fried chicken in the...",2024-10-05 17:34:30,H9rYI6AUYwN3tqeRZYmxYw,Eric L.,4 stars,0.3468775451183319,positive,0.6850704763184648,216.24272403521988,0.9701409526369296,0.4,1,30,Place Visits & Music/Cocktail Bars
0HyQYEFeg1XZHWlaiNtU-g,_GaklhJvusnsQFN4eG0TSg,5,Got 50 wings on short notice for guests coming to town after Christmas and I was too worn out to cook after cooking for the  holiday. Order promised in 25...,2025-01-05 06:47:01,kdz6be9bLdXlwXfZtwmV0g,Angela M.,1 star,0.3341812193393707,negative,0.8913911664401808,124.6923652389236,0.9827823328803614,0.8,-1,24,Order Accuracy & Wing/Salad Takeout
0HyQYEFeg1XZHWlaiNtU-g,Xa3pAEKsmZNXbOTp-BRq_Q,1,"Over cooked garbage, unless you like disappointment this is the place to order... I have nothing too say positive about this dump it should be closed....",2025-01-09 17:43:46,ateWrc3tB3Cyez1bCHD7XQ,Stephen M.,1 star,0.8029677271842957,negative,0.4916988165508212,120.23628885003473,0.9833976331016424,0.0,-1,8,Burger & Egg Sandwich Experiences
Au9FDBs2Tr3isO2DTJPANw,tKM4Xm04z-QijFQXAYO6yQ,5,The food is reasonably priced and delicious. The owners are very friendly. The place is not fancy but it never disappoints.,2025-03-28 08:52:43,bRa96Ib4V_j_q4KrT3R4-g,Gina H.,4 stars,0.6778592467308044,positive,0.8970585208927216,42.60507357225695,0.9941170417854432,0.8,1,30,Place Visits & Music/Cocktail Bars
Au9FDBs2Tr3isO2DTJPANw,ASYu5q5O_IqA1XJpRaJ5hQ,4,Haven't been to Ho Ho's in years not sure why...but the Chinese is really good here and not overly salty. My shrimp Kow may send me back more often. Very...,2023-07-17 17:47:14,x_wdvuSCUsGg-WU4lANehQ,Regena K.,4 stars,0.5733098983764648,positive,0.7542789869123996,662.2338814426273,0.9085579738247992,0.6,1,16,Store Visits & Pizza Slice Management
Au9FDBs2Tr3isO2DTJPANw,881facY_i2UqEjrOH5xrCA,5,"Szechuan chicken

I have returned for the Szechuan chicken consistently. Right amount of spicy along with great vegetables. Good flavor to say the least.",2022-12-04 09:54:42,pmi_tlL8nfhBA7nS-VjIUQ,Renard M.,4 stars,0.4725948572158813,positive,0.8387222002556317,887.5620295907755,0.8774444005112634,0.8,1,29,Chicken Sandwiches & Wing Ordering
0PadURiFvnrNUBRDuhvnzg,iwQba-Avkjz_9MaCvfDsCw,5,Excellent customer service! Team members were very knowledgeable and patient. Menu was fair priced and the funnel cakes are delicious! Hidden gem I must say!,2023-09-27 13:18:02,jL9Nji0_-Hfs0aWrAVBhlQ,Brianna M.,5 stars,0.8899344801902771,positive,0.8592370021165803,590.4208258870717,0.9184740042331604,0.8,1,2,Pizza Quality & Hidden Gems
0PadURiFvnrNUBRDuhvnzg,dtFOOMVHI-SrE_ouBEBjhQ,5,When I was little going to the candy store was my favorite thing after school. So when I saw that B&B Ice Cream & Candy had candy that I use to get when I...,2022-02-02 19:19:56,8UVwmcpWFnUTaRa-vQ-i7A,Marie F.,4 stars,0.2694197595119476,positive,0.8176919225456094,1192.1695064426274,0.8353838450912188,0.8,1,16,Store Visits & Pizza Slice Management
0PadURiFvnrNUBRDuhvnzg,q96ZZWy2rdclM2QCjGletQ,5,I love this place. The variety of old school candy is superb. The hand packed ice cream is delicious. Gotta also say the staff is awesome.,2023-12-09 19:00:02,cHpRCodlCvMmp46M-qXQFg,Jennifer D.,5 stars,0.8721411228179932,positive,0.8642933617952918,517.1833258870718,0.9285867235905836,0.8,1,15,Ice Cream & Brunch Spot Atmosphere
5aA1kb319ed9222FwAHk6w,wiyvELWN1Vjvrolf5y-FsQ,4,"I guess it's time for my once every couple of years McDonald's review

A bit chaotic which leads to orders taking longer than necessary.It took maybe 10...",2022-08-27 12:56:41,esyUwVLeaTf2mn1b1nRFLA,Nizel A.,3 stars,0.5368611216545105,neutral,0.7318959077274391,986.4356522759608,0.8637918154548782,0.6,0,12,Review Writing & City Exploration
5aA1kb319ed9222FwAHk6w,aDn3G06h5s5Qz6pfvIAuYA,1,The customer service system at McDonald's needs to be fixed because it is broken. I have had incidents at McDonald's where they forgot my shake and my coke....,2024-06-12 05:25:48,KlaB5xyt83ZNP1Bp8_fnYQ,Errick B.,2 stars,0.4165480136871338,negative,0.4770958718913488,331.74876570188655,0.9541917437826976,0.0,-1,23,Food & Service Experience Highlights
5aA1kb319ed9222FwAHk6w,EPimuw0VlD06bd0SC74DVg,1,"i just  was there for an hour!!
and left with nothing..they are horrible...and the young lady that took my ofer disrespected me ,just because she can.",2023-11-19 08:28:08,cKhN_5W5W09s8t9Rb1uuLw,Maurice B.,1 star,0.8788315653800964,negative,0.4628822537902485,537.6221453315162,0.9257645075804972,0.0,-1,30,Place Visits & Music/Cocktail Bars
D0MbkvS9-ZoAEANIZZ175g,ENJ14MQwCDhJ8OIxE_JnTA,4,"Ordered a large Rib tip, saucenon the side! I really like to taste the tips without the restaurant sauce, also every place doesn't have good sauce. We'll...",2025-04-09 11:02:58,GATUG4IQHWgBmHAu9wFkcg,Darrick A.,5 stars,0.3384007513523102,positive,0.7978932527022482,30.514622183368058,0.9957865054044964,0.6,1,24,Order Accuracy & Wing/Salad Takeout
D0MbkvS9-ZoAEANIZZ175g,y_55E22kznAw8UTi5soamA,5,"Food & Service was a 10/10  
Turkey tip and wing combo was so flavorful & the homemade sauce set it off ! The owner gave us samples to try, as we didn't...",2025-04-01 10:14:44,IFojlgSTQDYW8mn_1Nsw4w,Alyssa O.,1 star,0.5091166496276855,negative,0.8973386155004068,38.54811755373843,0.9946772310008136,0.8,-1,24,Order Accuracy & Wing/Salad Takeout
D0MbkvS9-ZoAEANIZZ175g,NX6mgRDdqhtpKgX5eLwkWQ,5,Brown's & Family BBQ & Soul is located on the southwest side of Chi-town on 87th Street. This restaurant is for take-out only. My mother was desiring some...,2024-07-08 15:34:50,7juAHhHrD7HMg00vAZew4A,Beverly C.,3 stars,0.3637513816356659,neutral,0.8789201270539726,305.32582588707174,0.957840254107945,0.8,0,9,Staff & Location Greetings
CAXmkp2xaxT4n3CJiGfBlQ,1U1TYTrH1eWgp-b4Wh-cNQ,3,"The fried biscuits,5 for 10 for seven Customer service was awesome. Biscuits were brought to the car. When we were waiting  for the food. Black on business...",2024-03-20 13:18:48,d52qk5aksBOEAJ-2cI7kIQ,Gary P.,5 stars,0.653205931186676,positive,0.6713191408544927,415.42029347966434,0.9426382817089854,0.4,1,23,Food & Service Experience Highlights
CAXmkp2xaxT4n3CJiGfBlQ,U7A5e1OrFNjo3Uu5EEMO-Q,2,First time ordering and I was a little disappointed  my broccoli was jus plain nasty wasn't cooked correctly nor my potatoes . The shrimp n crab legs were...,2023-07-16 16:45:00,ibQzoXyPtxRUFYi_mhu4MA,Dee J.,2 stars,0.4904708862304687,negative,0.5542069625618782,663.2770990352199,0.9084139251237564,0.2,-1,7,Snacks & Bartender Service
CAXmkp2xaxT4n3CJiGfBlQ,o7mna1hyFgoAli_7na0lig,1,"This place is gutter trash. Paid $179 for the meal for 4, food was extra bland and over cooked. Lobster, shrimp, snow crabs, everything was overcooked and...",2020-06-22 07:26:15,ciYLSJ7UqKVfX-z2Dj-7rQ,Timi M.,1 star,0.9434263110160828,negative,0.3769237612869251,1782.6651198685536,0.7538475225738502,0.0,-1,6,"Coffee, Meat Plates & Ambience"
GQoBuIinek6yb5c8KtiKNg,ANIYeXOyb0UFqatjGReb3A,5,I see it is back open and there food is good. They bakery part is really good. The bean pies love them plain or with ice cream. Just lile everything else...,2024-04-04 20:03:35,Gn1z4FY3MYjt6izZNmt9Cg,Michele B.,4 stars,0.4189694225788116,positive,0.8723741568714984,400.1391939426273,0.9447483137429968,0.8,1,15,Ice Cream & Brunch Spot Atmosphere
GQoBuIinek6yb5c8KtiKNg,qv5ZiD6zGbnjCgXObrSc2g,4,"I haven't been there in 20 years, but, I get my sister to order a bean pie for me every 3 months or so and ship it to me.",2024-03-17 23:51:14,XBqOdFHIy0Cpc1BGJeQR0A,Louis-Anthony M.,5 stars,0.3447990119457245,positive,0.7711423410270108,417.9811036648495,0.9422846820540216,0.6,1,10,Portion Sizes & Quality Expectations
GQoBuIinek6yb5c8KtiKNg,kM0XSiAWFHQ5iWsMyKt3qw,5,"I miss this place being open daily, but now it's only for special events.  The food is FANTASTIC!  Are you Vegan, Vegetarian, Pescatarian, or haven't...",2018-09-10 03:37:22,6OZ6x1W4Jr0plzjZJIu1PA,Richard N.,4 stars,0.3082307577133178,positive,0.7319673681437158,2433.824066627813,0.6639347362874316,0.8,1,16,Store Visits & Pizza Slice Management
aN-ZaXLAM2AuHMPx5ACqvA,-xXXfcBIVQtBQ0bexuW-lA,5,Breakfast was fast and good under $10 bacon breakfast the pancakes was light n fluffy eggs good with cheese and the bacon was crispy just like I like it...,2023-01-13 13:05:28,-fAicnnj2LFEd9NK9tZjmA,Vic C.,4 stars,0.4963138997554779,positive,0.8414929698444424,847.4295527389237,0.882985939688885,0.8,1,8,Burger & Egg Sandwich Experiences
aN-ZaXLAM2AuHMPx5ACqvA,nHMcPn_HHyWFQrEyLJPTPg,5,The food is always so good. This place is a hidden gem. Customer service is always pleasant which is appreciated. I love the omelettes and I've recently...,2022-10-05 07:42:15,YNuPJp10KdMWPqwXVXg8ZQ,Shequira A.,5 stars,0.7291420102119446,positive,0.8345734149957265,947.6540087574422,0.869146829991453,0.8,1,23,Food & Service Experience Highlights
aN-ZaXLAM2AuHMPx5ACqvA,-ytZQvxxKa94c8VivBY_KA,2,I really wanted to like this place. I have seen it countless times as I'm walking in the neighborhood and the picture of the steak on the billboard always...,2017-04-20 08:55:28,bjZL2-Kie880YnGPc7fqow,La Tonya G.,5 stars,0.390310138463974,positive,0.3969100033662863,2941.603163850035,0.5938200067325727,0.2,1,30,Place Visits & Music/Cocktail Bars
f5yiti-9aWesX-KG_ZU1pQ,RDVCHTNEs2blpYFIsSZ-VQ,1,I love me some Cinnabon especially when it's soft and sweet and just melt in your mouth. Wendy's is selling Cinnabon and I decided to go this morning and...,2024-10-04 08:38:33,2i1EwqiFRrEJhzzLXCqwAg,Cassandra R.,5 stars,0.3781473040580749,positive,0.4849757396938308,217.6149115352199,0.9699514793876616,0.0,1,32,Area Atmosphere & Breakfast Cuisine
f5yiti-9aWesX-KG_ZU1pQ,uHoKg4iR7B8GCG0vZmg3BA,3,What was I expecting... The Parmesan Chicken Ceaser salad it was just okay. I guess they don't give you croutons I didn't get any. The Ceaser dressing was...,2023-07-16 14:48:25,x_wdvuSCUsGg-WU4lANehQ,Regena K.,3 stars,0.7318815588951111,neutral,0.6542013729915508,663.3580596833681,0.9084027459831014,0.4,0,3,Work Dinner & Delivery Services
f5yiti-9aWesX-KG_ZU1pQ,XFU39TM6QYPN44Oyx5quvA,3,"I do love their meals here but they wear no bonnets or hair nets while touching food, All of the other ladies that were cooking had hand gives and hair nets...",2023-02-21 09:20:49,VWnOCp2ctgqoKy4r1yh5gg,Starline G.,3 stars,0.4535448253154754,neutral,0.6441747817611008,808.5855596833682,0.8883495635222015,0.4,0,8,Burger & Egg Sandwich Experiences
RtOecmcbr0tKitiLBNTzjw,gpgdp0cRE3rfsvR_fKbtZg,3,"This place looks abandoned. Inside looks like an apocalypse happened but that didn't stop me from trying it out lol. I ordered chicken, mac and greens. The...",2025-01-12 00:50:15,JSQYZBXkY3ueao5bScJqpA,marcia n.,1 star,0.630865752696991,negative,0.6918573453953814,117.94011986855324,0.9837146907907628,0.4,-1,22,Bakery Items & Daytime Treats
RtOecmcbr0tKitiLBNTzjw,IUqLOvZDPQocxSsPqa9JPQ,5,The star treats you like family and the wings are seasoned well. The prices are still some of the best for the quantity of food.,2024-08-03 16:50:22,gSdWZ8l3sHqbRrR9hhRA1w,Barb S.,4 stars,0.5263676643371582,positive,0.8807188036395865,279.27337218336805,0.961437607279173,0.8,1,23,Food & Service Experience Highlights
RtOecmcbr0tKitiLBNTzjw,yNmFSmPzrcsRu675AFGNKA,4,"Fried chicken recipe is excellent, I  order the chicken wings and catfish.  I'm ordering from they're catering menu next week",2023-06-12 16:37:59,jjVJLbJ_iOTEUU5pMVc4hw,Fist W.,5 stars,0.843716025352478,positive,0.7518592463355585,697.2819717204051,0.903718492671117,0.6,1,29,Chicken Sandwiches & Wing Ordering
MfWjUKf9joUneM8U1Qcd7w,dQZAzKQl_AjqjDRkwoDapw,5,I LOVE this place!!! Rib tips are ON POINT.BBQ sauce is absolute PERFECTION. They do gyros 2 for 1 deals.Neighborhood is kind of sketchy to say the least...,2024-02-24 03:07:52,Sv1vy-Ym0rRnm7zdPjAyNQ,Oscar S.,5 stars,0.8160683512687683,positive,0.8695638351793997,440.8445527389236,0.9391276703587994,0.8,1,4,Neighborhood Coffee Shops & Cash Handling
MfWjUKf9joUneM8U1Qcd7w,taXsslzKigiqgWF3XeGCAg,1,I had a referral to try Nick's gyros to on 79th and Ashland. So I went there ordered a large catfish at $16 ticket number 205. When I arrived home of course...,2024-09-18 20:09:13,yW6pACEbqAswLaEHWQuoxQ,Barbara G.,1 star,0.3786259293556213,negative,0.4839042042790582,233.13528190559023,0.9678084085581165,0.0,-1,16,Store Visits & Pizza Slice Management
MfWjUKf9joUneM8U1Qcd7w,9T0kO2FJsX1xsvVQuc_o4A,5,"Great food, good people. The line wasn't too long and the wait was even shorter. First bite, I was sold.",2024-06-27 06:50:43,cwBp0Znrk2TIdaH2i9G4NQ,Anthony B.,4 stars,0.4898523688316345,positive,0.8781355519492802,316.68979579447915,0.9562711038985604,0.8,1,27,Waiting Lines & Dining Room Decor
1rgUUiwVbg2Fi06l4HkUdw,iLIRL6a5PWccCb8h6eF99w,3,So I visited this place a few months back because it kept popping up on my Yelp feed. I was concerned about the neighborhood and rightly so--The food and...,2024-02-18 16:07:04,EOSsvFLMJCTYMhcrlJkVag,Fredrick B.,3 stars,0.3627259135246277,neutral,0.6691869503093762,446.3034416278125,0.9383739006187524,0.4,0,30,Place Visits & Music/Cocktail Bars
1rgUUiwVbg2Fi06l4HkUdw,WMFIYo75LFHAZnGwBqjKTA,5,"Such a divine family & restaurant. My friend and I visited here from California and are grateful to have arrived at this gem. 
We ordered the grits, egg...",2022-08-22 07:54:14,k7UHkSOa3A6ZCv5XFuCYaA,Morgan B.,5 stars,0.9290436506271362,positive,0.8315362038941005,991.6456869981828,0.863072407788201,0.8,1,30,Place Visits & Music/Cocktail Bars
1rgUUiwVbg2Fi06l4HkUdw,A5rody1bbrevvX-Q9_BIrA,5,So my sister and I are doing a review of all things south side Chicago. This was the second stop (first was Dan Ryan woods walking trail. Which was awesome)...,2023-01-21 15:56:41,gIkgnOIoJFO0xS-l9S99tA,Tanya M.,4 stars,0.3413830697536468,positive,0.8420535034636457,839.3106522759607,0.8841070069272914,0.8,1,10,Portion Sizes & Quality Expectations
50BfEPf0SEe0MKiJTeKVNQ,nmWft7SEVV2lcRAQmZO-hA,5,"Nice clean stays crowded they have a large food section. This one has a hamburger an fries section.
The burger was a little salty in taste. They have a lot...",2024-07-07 08:01:39,Gn1z4FY3MYjt6izZNmt9Cg,Michele B.,4 stars,0.7273743152618408,positive,0.8788293586646847,306.6405365352199,0.9576587173293694,0.8,1,16,Store Visits & Pizza Slice Management
50BfEPf0SEe0MKiJTeKVNQ,HNPcbBxxqJD63-vAuG-xBg,5,"Go to for holidays. The staff is friendly, they are always stocked. The prices are always right. Highly recommend this neighborhood gem! The quality of the...",2023-12-23 16:35:34,Mk7vd1InhypDDshuMmqA7g,Brianna C.,5 stars,0.840472400188446,positive,0.8652530035211701,503.28364996114584,0.93050600704234,0.8,1,9,Staff & Location Greetings
50BfEPf0SEe0MKiJTeKVNQ,OV0Ej-a3Qg9CkL66qkGOaA,1,Service level has gone down over the years. My cashier Shatara was very rude and tossed my groceries. She said absolutely nothing to me during the...,2022-11-06 14:01:35,KzQjCKtBYg5kQS5J3EuFZA,Earl B.,2 stars,0.4649263620376587,negative,0.4368009007229693,915.3905828315164,0.8736018014459387,0.0,-1,16,Store Visits & Pizza Slice Management
lO7I348_YlXtYpJY-FPHPg,lMi5R_000Ah_57eYD0VDPw,5,"My family and I came here after leaving my cousin's funeral. The place was empty, maybe 5 people, but it was a Saturday around 2pm. The drinks were good and...",2024-12-06 09:23:55,-UtSFRnsdUgC_R1OzGZVhA,Kamilah S.,4 stars,0.4755368530750274,positive,0.8893274715046897,154.5834069055903,0.9786549430093796,0.8,1,30,Place Visits & Music/Cocktail Bars
lO7I348_YlXtYpJY-FPHPg,ic-BX2RK_4rYC8CBNTt8_w,5,We love Cookies! So amazing to be there! Great drinks and Pia is great!!! All I know is that I had a great time with amazing people there.,2024-12-06 07:56:45,W0WIdW8cWa1eipLpq7yJlg,E J.,5 stars,0.9593287110328674,positive,0.8893232923120075,154.6439393129977,0.9786465846240148,0.8,1,30,Place Visits & Music/Cocktail Bars
lO7I348_YlXtYpJY-FPHPg,z07dGoix1WabFcE1RMw3iw,1,The girls here can't not make standard drinks . One told me she's been a bartender for 13yrs and still can't make a Lemondrop. The attitudes of the women...,2023-11-23 14:49:51,nYe1qn5oYjIiVG7i9YUelw,Alexis B.,2 stars,0.4258687198162079,negative,0.4631767174692173,533.3570643129976,0.9263534349384346,0.0,-1,30,Place Visits & Music/Cocktail Bars
xLok7BwBZf4oeALAM99O5A,aJEvTM-mg1rKVIT8GtdKTQ,2,"The food made my mom throw it out the car window. 
The staff is so cocky and rude my mom did not get the right drink donuts were as hard as a rock",2024-11-18 15:15:26,3kvmNE04m2qyJA7nNXNWMg,Noel L.,1 star,0.5576408505439758,negative,0.5881015944288475,172.339298109294,0.976203188857695,0.2,-1,19,Love & Donut Purchases
xLok7BwBZf4oeALAM99O5A,QhRhAyClwU9twFB0MixVUg,2,"Ordered coffee, hash browns, sausage ,egg and cheese croissant and blueberry muffin. The croissant was burnt, cheese was nasty tasted processed, muffin was...",2025-03-13 06:59:18,rCARVxZ5HeYYew6KLtXa-g,Veronica C.,1 star,0.7908030152320862,negative,0.5960174744065901,57.68383514633101,0.9920349488131804,0.2,-1,8,Burger & Egg Sandwich Experiences
xLok7BwBZf4oeALAM99O5A,JBM3TF7dYmGc3vzbEvJtPA,1,"I should've walked away after the first visit when I tried the front door, and it was locked. I peered through the door to see 2 customers and staff, calm,...",2024-05-12 09:19:30,no4DVst02V2aiqtbsj-eDA,Kristine T.,1 star,0.4768149852752685,negative,0.4749668185375269,362.5864740352199,0.9499336370750538,0.0,-1,21,Dinner Reservations & Wait Staff
q1db45kYyMhqKlUOvtF36Q,F32IdSNB6BXfTaoH-DtwUA,5,"First and foremost, don't let the negative reviews discourage you. Try them out for yourself!

We had dinner from here last night and it did not disappoint....",2025-05-01 10:49:42,eKSaJrhYGH1bwZdawlAv9Q,Jasmine F.,5 stars,0.6497138738632202,positive,0.8994115094542838,8.523835146331018,0.9988230189085676,0.8,1,11,Night Dining Vibes & Walking Tours
q1db45kYyMhqKlUOvtF36Q,_Q4TgY6eP81ek172qTc-oQ,1,"NEVER AGAIN!!!!! 
I called to see if they were open by it being Columbus Day. I put in my order on GrubHub at about 11:25am. They said it would be ready...",2024-10-14 10:51:58,XGn-4JYTHqzqaV0Fe7T6-w,Sandra K.,1 star,0.5067650675773621,negative,0.485672542163225,207.52226107225692,0.97134508432645,0.0,-1,24,Order Accuracy & Wing/Salad Takeout
q1db45kYyMhqKlUOvtF36Q,eaNu4IbIDsbaQuFIM4vh6w,1,The service is horrible they don't cook your food until you arrive at the store the tracking isn't right it says ready for pick up they didn't even know I...,2025-04-06 18:08:54,-SXMylqDaHDPRulC5TsoZA,Chyan J.,1 star,0.8348240852355957,negative,0.4977065522634214,33.21883514633102,0.9954131045268428,0.0,-1,23,Food & Service Experience Highlights
dgzK4Pvu3qEIKfygD_oQoQ,-XXoyJfFVyTo31Cvv5lMrg,1,I wish I could give this store a 0 based on the cashier alone. I ordered a large catfish fillet. I got home and received a catfish. I called to inquire and...,2021-11-02 15:00:42,mKAVIcnvfISLVDh_OrFdmg,Moneka L.,1 star,0.9207395911216736,negative,0.4113277600301085,1284.3495295907755,0.822655520060217,0.0,-1,16,Store Visits & Pizza Slice Management
dgzK4Pvu3qEIKfygD_oQoQ,3y6rk2D3LjW8aZAKUJYg8A,5,Bomb hands down I love this place can't wait to go back when I come back to Chicago it's going down,2023-05-02 19:23:39,EROCXnGpQiy9v71v4KNCJw,Deandre J.,5 stars,0.6409053802490234,positive,0.8490365253063945,738.1669254241087,0.8980730506127891,0.8,1,30,Place Visits & Music/Cocktail Bars
dgzK4Pvu3qEIKfygD_oQoQ,h4v_5ECLG-ynYqJsJCDwmw,5,"Great service great food fresh and it taste fresh 
Clean location 
Newly remodel
Service was fast and correct 
Good icy drinks too",2017-08-29 09:58:23,qw0RFm3biye1AAFrKr88Dg,Sonia R.,5 stars,0.6872753500938416,positive,0.7059573362358375,2810.5594717204053,0.6119146724716749,0.8,1,23,Food & Service Experience Highlights
